Date,Name,Year,Month,Day,Weekday,Types,IsObserved,Country,Locations,States
2022-01-01,"New Year's Day",2022,1,1,Sat,Local holiday,,United States,TX,Texas
2022-01-01,"New Year's Day",2022,1,1,Sat,Local holiday,,United States,"MA, MS, NY, WI","Massachusetts,Mississippi,New York,Wisconsin"
2022-01-01,"New Year's Day",2022,1,1,Sat,Local holiday,,United States,"All except MA, MS, NY, RI, TX, WI","Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Maine,Michigan,Minnesota,Missouri,Montana,Nebraska,Nevada,New Jersey,New Hampshire,New Mexico,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming"
2022-01-01,"New Year's Day",2022,1,1,Sat,National holiday,,United States,,
2022-01-01,"New Year's Day",2022,1,1,Sat,Local holiday,,United States,RI,Rhode Island
2022-01-03,"New Year's Day",2022,1,3,Mon,Local holiday,1,United States,RI,Rhode Island
2022-01-04,World Braille Day,2022,1,4,Tue,United Nations observance,,United States,,
2022-01-06,Epiphany,2022,1,6,Thu,Christian,,United States,,
2022-01-07,Orthodox Christmas Day,2022,1,7,Fri,Orthodox,,United States,,
2022-01-07,"International Programmers' Day",2022,1,7,Fri,Worldwide observance,,United States,,
2022-01-07,Estelle Reel Day,2022,1,7,Fri,Local observance,,United States,WY,Wyoming
2022-01-13,Stephen Foster Memorial Day,2022,1,13,Thu,Observance,,United States,,
2022-01-14,Orthodox New Year,2022,1,14,Fri,Orthodox,,United States,,
2022-01-16,World Religion Day,2022,1,16,Sun,Worldwide observance,,United States,,
2022-01-17,"Tu Bishvat/Tu B'Shevat",2022,1,17,Mon,Hebrew,,United States,,
2022-01-17,Martin Luther King Jr. Day,2022,1,17,Mon,National holiday,,United States,,
2022-01-17,Martin Luther King Jr. Day,2022,1,17,Mon,Local holiday,,United States,,"Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Massachusetts,Maine,Maryland,Michigan,Minnesota,Missouri,Mississippi,Montana,Nebraska,New Hampshire,Nevada,New Jersey,New Mexico,North Carolina,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming,Wisconsin"
2022-01-17,"Robert E. Lee's Birthday",2022,1,17,Mon,Local holiday,,United States,MS,Mississippi
2022-01-17,"Robert E. Lee's Birthday",2022,1,17,Mon,Local holiday,,United States,AL,Alabama
2022-01-17,Idaho Human Rights Day,2022,1,17,Mon,Local holiday,,United States,ID,Idaho
2022-01-17,Civil Rights Day,2022,1,17,Mon,Local holiday,,United States,NH,New Hampshire
2022-01-17,Civil Rights Day,2022,1,17,Mon,Local holiday,,United States,AZ,Arizona
2022-01-19,"Robert E. Lee's Birthday",2022,1,19,Wed,Local observance,,United States,FL,Florida
2022-01-19,"Confederate Heroes' Day",2022,1,19,Wed,Local holiday,,United States,TX,Texas
2022-01-24,International Day of Education,2022,1,24,Mon,United Nations observance,,United States,,
2022-01-26,International Customs Day,2022,1,26,Wed,Worldwide observance,,United States,,
2022-01-27,International Day of Commemoration in Memory of the Victims of the Holocaust,2022,1,27,Thu,United Nations observance,,United States,,
2022-01-29,Kansas Day,2022,1,29,Sat,Observance,,United States,KS,Kansas
2022-01-30,World Leprosy Day,2022,1,30,Sun,Worldwide observance,,United States,,
2022-02-01,National Freedom Day,2022,2,1,Tue,Observance,,United States,,
2022-02-01,Lunar New Year,2022,2,1,Tue,Observance,,United States,,
2022-02-01,First Day of Black History Month,2022,2,1,Tue,Observance,,United States,,
2022-02-02,World Wetlands Day,2022,2,2,Wed,Worldwide observance,,United States,,
2022-02-02,Groundhog Day,2022,2,2,Wed,Observance,,United States,,
2022-02-04,International Day of Human Fraternity,2022,2,4,Fri,United Nations observance,,United States,,
2022-02-04,World Cancer Day,2022,2,4,Fri,Worldwide observance,,United States,,
2022-02-04,Rosa Parks Day,2022,2,4,Fri,Local holiday,,United States,NY,New York
2022-02-04,Rosa Parks Day,2022,2,4,Fri,Local observance,,United States,MO,Missouri
2022-02-04,Rosa Parks Day,2022,2,4,Fri,Local observance,,United States,CA,California
2022-02-04,National Wear Red Day,2022,2,4,Fri,Observance,,United States,,
2022-02-06,International Day of Zero Tolerance for Female Genital Mutilation,2022,2,6,Sun,United Nations observance,,United States,,
2022-02-06,Ronald Reagan Day,2022,2,6,Sun,Local observance,,United States,CA,California
2022-02-10,World Pulses Day,2022,2,10,Thu,United Nations observance,,United States,,
2022-02-11,International Day of Women and Girls in Science,2022,2,11,Fri,United Nations observance,,United States,,
2022-02-11,World Day of the Sick,2022,2,11,Fri,Worldwide observance,,United States,,
2022-02-11,"Lincoln's Birthday",2022,2,11,Fri,Local holiday,1,United States,"CT, IL, NY, MO","Connecticut,Illinois,New York,Missouri"
2022-02-12,"Lincoln's Birthday",2022,2,12,Sat,Local holiday,,United States,"CT, IL, NY, MO","Connecticut,Illinois,New York,Missouri"
2022-02-12,"Lincoln's Birthday",2022,2,12,Sat,Local observance,,United States,FL,Florida
2022-02-12,Georgia Day,2022,2,12,Sat,Local observance,,United States,GA,Georgia
2022-02-13,World Radio Day,2022,2,13,Sun,United Nations observance,,United States,,
2022-02-13,Super Bowl,2022,2,13,Sun,Sporting event,,United States,,
2022-02-14,"Valentine's Day",2022,2,14,Mon,Observance,,United States,,
2022-02-14,Statehood Day,2022,2,14,Mon,Local observance,,United States,AZ,Arizona
2022-02-15,"Susan B. Anthony's Birthday",2022,2,15,Tue,Local observance,,United States,CO,Colorado
2022-02-15,"Susan B. Anthony's Birthday",2022,2,15,Tue,Local observance,,United States,FL,Florida
2022-02-15,"Susan B. Anthony's Birthday",2022,2,15,Tue,Local observance,,United States,NY,New York
2022-02-15,"Susan B. Anthony's Birthday",2022,2,15,Tue,Local observance,,United States,CA,California
2022-02-15,"Susan B. Anthony's Birthday",2022,2,15,Tue,Local observance,,United States,WI,Wisconsin
2022-02-16,Elizabeth Peratrovich Day,2022,2,16,Wed,Local holiday,,United States,AK,Alaska
2022-02-20,World Day of Social Justice,2022,2,20,Sun,United Nations observance,,United States,,
2022-02-21,International Mother Language Day,2022,2,21,Mon,United Nations observance,,United States,,
2022-02-21,"Presidents' Day",2022,2,21,Mon,National holiday,,United States,,
2022-02-21,"Presidents' Day",2022,2,21,Mon,Local holiday,,United States,"All except DE, FL, GA, IA, KS, KY, LA, NC, RI, WI","Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Hawaii,Idaho,Illinois,Indiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wyoming,District of Columbia"
2022-02-21,"Presidents' Day",2022,2,21,Mon,Local holiday,,United States,"KS, KY, LA, NC, RI, WI","Kansas,Kentucky,Louisiana,North Carolina,Rhode Island,Wisconsin"
2022-02-21,Daisy Gatson Bates Day,2022,2,21,Mon,Local holiday,,United States,AR,Arkansas
2022-02-25,George Rogers Clark Day,2022,2,25,Fri,Local observance,,United States,IN,Indiana
2022-02-28,Maha Shivaratri,2022,2,28,Mon,Hinduism,,United States,,
2022-02-28,Linus Pauling Day,2022,2,28,Mon,Local observance,,United States,OR,Oregon
2022-03-01,"Isra and Mi'raj",2022,3,1,Tue,Muslim,,United States,,
2022-03-01,Zero Discrimination Day,2022,3,1,Tue,United Nations observance,,United States,,
2022-03-01,Self-Injury Awareness Day,2022,3,1,Tue,Worldwide observance,,United States,,
2022-03-01,Shrove Tuesday/Mardi Gras,2022,3,1,Tue,"Observance,Christian",,United States,,
2022-03-01,Shrove Tuesday/Mardi Gras,2022,3,1,Tue,Local holiday,,United States,AL (partly),Alabama
2022-03-01,Shrove Tuesday/Mardi Gras,2022,3,1,Tue,Local holiday,,United States,MS (community),Mississippi
2022-03-01,Shrove Tuesday/Mardi Gras,2022,3,1,Tue,Local holiday,,United States,LA,Louisiana
2022-03-01,Shrove Tuesday/Mardi Gras,2022,3,1,Tue,Local holiday,,United States,FL (community),Florida
2022-03-01,"St. David's Day",2022,3,1,Tue,"Observance,Christian",,United States,,
2022-03-01,Town Meeting Day,2022,3,1,Tue,Local holiday,,United States,VT,Vermont
2022-03-01,"First Day of Women's History Month",2022,3,1,Tue,Observance,,United States,,
2022-03-01,First Day of Irish American Heritage Month,2022,3,1,Tue,Observance,,United States,,
2022-03-02,Ash Wednesday,2022,3,2,Wed,Christian,,United States,,
2022-03-02,Texas Independence Day,2022,3,2,Wed,Local holiday,,United States,TX,Texas
2022-03-02,Read Across America Day,2022,3,2,Wed,Observance,,United States,,
2022-03-03,World Wildlife Day,2022,3,3,Thu,United Nations observance,,United States,,
2022-03-04,Casimir Pulaski Day,2022,3,4,Fri,Local observance,,United States,WI,Wisconsin
2022-03-04,Employee Appreciation Day,2022,3,4,Fri,Observance,,United States,,
2022-03-07,Casimir Pulaski Day,2022,3,7,Mon,Local observance,,United States,IN,Indiana
2022-03-07,Casimir Pulaski Day,2022,3,7,Mon,Local observance,,United States,IL,Illinois
2022-03-08,"International Women's Day",2022,3,8,Tue,United Nations observance,,United States,,
2022-03-10,International Day of Women Judges,2022,3,10,Thu,United Nations observance,,United States,,
2022-03-10,World Kidney Day,2022,3,10,Thu,Worldwide observance,,United States,,
2022-03-13,Daylight Saving Time starts,2022,3,13,Sun,Clock change/Daylight Saving Time,,United States,,
2022-03-17,Purim,2022,3,17,Thu,Hebrew,,United States,,
2022-03-17,"St. Patrick's Day",2022,3,17,Thu,"Observance,Christian",,United States,,
2022-03-17,Evacuation Day,2022,3,17,Thu,Local holiday,,United States,MA (partly),Massachusetts
2022-03-18,Holi,2022,3,18,Fri,Hinduism,,United States,,
2022-03-20,French Language Day,2022,3,20,Sun,United Nations observance,,United States,,
2022-03-20,International Day of Happiness,2022,3,20,Sun,United Nations observance,,United States,,
2022-03-20,March Equinox,2022,3,20,Sun,Season,,United States,,
2022-03-21,International Day for the Elimination of Racial Discrimination,2022,3,21,Mon,United Nations observance,,United States,,
2022-03-21,World Poetry Day,2022,3,21,Mon,United Nations observance,,United States,,
2022-03-21,International Day of Nowruz,2022,3,21,Mon,United Nations observance,,United States,,
2022-03-21,World Down Syndrome Day,2022,3,21,Mon,United Nations observance,,United States,,
2022-03-21,International Day of Forests,2022,3,21,Mon,United Nations observance,,United States,,
2022-03-22,World Water Day,2022,3,22,Tue,United Nations observance,,United States,,
2022-03-23,World Meteorological Day,2022,3,23,Wed,United Nations observance,,United States,,
2022-03-24,World Tuberculosis Day,2022,3,24,Thu,United Nations observance,,United States,,
2022-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,2022,3,24,Thu,United Nations observance,,United States,,
2022-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,2022,3,25,Fri,United Nations observance,,United States,,
2022-03-25,International Day of Solidarity with Detained and Missing Staff Members,2022,3,25,Fri,United Nations observance,,United States,,
2022-03-25,Maryland Day,2022,3,25,Fri,Local observance,,United States,MD,Maryland
2022-03-25,Prince Jonah Kuhio Kalanianaole Day,2022,3,25,Fri,Local holiday,1,United States,HI,Hawaii
2022-03-26,Earth Hour,2022,3,26,Sat,Worldwide observance,,United States,,
2022-03-26,Prince Jonah Kuhio Kalanianaole Day,2022,3,26,Sat,Local holiday,,United States,HI,Hawaii
2022-03-28,"Seward's Day",2022,3,28,Mon,Local holiday,,United States,AK,Alaska
2022-03-29,National Vietnam War Veterans Day,2022,3,29,Tue,Observance,,United States,,
2022-03-30,Wyoming Veterans Welcome Home Day,2022,3,30,Wed,Local observance,,United States,WY,Wyoming
2022-03-30,"Doctors' Day",2022,3,30,Wed,Observance,,United States,,
2022-03-30,Vietnam Veterans Day,2022,3,30,Wed,Local observance,,United States,DE,Delaware
2022-03-30,Vietnam Veteran Recognition Day,2022,3,30,Wed,Local observance,,United States,WV,West Virginia
2022-03-31,César Chávez Day,2022,3,31,Thu,Local holiday,,United States,CO (optional),Colorado
2022-03-31,César Chávez Day,2022,3,31,Thu,Local holiday,,United States,TX (optional),Texas
2022-03-31,César Chávez Day,2022,3,31,Thu,Local holiday,,United States,CA,California
2022-03-31,César Chávez Day,2022,3,31,Thu,Local holiday,,United States,"AZ (partly), MI (partly), NV (partly), NM (partly), UT (partly), WI (partly), WA (partly)","Arizona,Michigan,Nevada,New Mexico,Utah,Wisconsin,Washington"
2022-04-01,"April Fool's Day",2022,4,1,Fri,Worldwide observance,,United States,,
2022-04-01,Pascua Florida Day,2022,4,1,Fri,Local observance,1,United States,FL,Florida
2022-04-02,World Autism Awareness Day,2022,4,2,Sat,United Nations observance,,United States,,
2022-04-02,Pascua Florida Day,2022,4,2,Sat,Local observance,,United States,FL,Florida
2022-04-03,Ramadan Starts,2022,4,3,Sun,Muslim,,United States,,
2022-04-04,"United Nations' Mine Awareness Day",2022,4,4,Mon,United Nations observance,,United States,,
2022-04-05,International Day of Conscience,2022,4,5,Tue,United Nations observance,,United States,,
2022-04-06,International Day of Sport for Development and Peace,2022,4,6,Wed,United Nations observance,,United States,,
2022-04-06,National Tartan Day,2022,4,6,Wed,Observance,,United States,,
2022-04-07,"United Nations' World Health Day",2022,4,7,Thu,United Nations observance,,United States,,
2022-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,2022,4,7,Thu,United Nations observance,,United States,,
2022-04-10,Palm Sunday,2022,4,10,Sun,Christian,,United States,,
2022-04-12,International Day of Human Space Flight,2022,4,12,Tue,United Nations observance,,United States,,
2022-04-12,"National Library Workers' Day",2022,4,12,Tue,Observance,,United States,,
2022-04-13,"Thomas Jefferson's Birthday",2022,4,13,Wed,Observance,,United States,,
2022-04-14,Maundy Thursday,2022,4,14,Thu,Christian,,United States,,
2022-04-14,World Chagas Disease Day,2022,4,14,Thu,United Nations observance,,United States,,
2022-04-15,Passover Eve,2022,4,15,Fri,Hebrew,,United States,,
2022-04-15,Good Friday,2022,4,15,Fri,"Local holiday,Christian",,United States,"CT, HI, DE, IN, KY, LA, NJ, NC, ND, TN, TX (optional)","Connecticut,Hawaii,Delaware,Indiana,Kentucky,Louisiana,New Jersey,North Carolina,North Dakota,Tennessee,Texas"
2022-04-15,Father Damien Day,2022,4,15,Fri,Local observance,,United States,HI,Hawaii
2022-04-15,Emancipation Day,2022,4,15,Fri,Local holiday,1,United States,DC,District of Columbia
2022-04-15,Arbor Day,2022,4,15,Fri,Local observance,,United States,CO,Colorado
2022-04-16,Holy Saturday,2022,4,16,Sat,Christian,,United States,,
2022-04-16,Passover (first day),2022,4,16,Sat,Hebrew,,United States,,
2022-04-16,Emancipation Day,2022,4,16,Sat,Local holiday,,United States,DC,District of Columbia
2022-04-17,Easter Sunday,2022,4,17,Sun,"Observance,Christian",,United States,,
2022-04-18,International Day for Monuments and Sites,2022,4,18,Mon,Worldwide observance,,United States,,
2022-04-18,Easter Monday,2022,4,18,Mon,"Observance,Christian",,United States,,
2022-04-18,Tax Day,2022,4,18,Mon,Observance,,United States,,
2022-04-18,"Patriots' Day",2022,4,18,Mon,Local holiday,,United States,"ME, MA","Maine,Massachusetts"
2022-04-18,Boston Marathon,2022,4,18,Mon,Sporting event,,United States,,
2022-04-20,Chinese Language Day,2022,4,20,Wed,United Nations observance,,United States,,
2022-04-21,World Creativity and Innovation Day,2022,4,21,Thu,United Nations observance,,United States,,
2022-04-21,San Jacinto Day,2022,4,21,Thu,Local holiday,,United States,TX,Texas
2022-04-22,Orthodox Good Friday,2022,4,22,Fri,Orthodox,,United States,,
2022-04-22,Earth Day,2022,4,22,Fri,United Nations observance,,United States,,
2022-04-22,Oklahoma Day,2022,4,22,Fri,Local observance,,United States,OK,Oklahoma
2022-04-23,Last Day of Passover,2022,4,23,Sat,Hebrew,,United States,,
2022-04-23,Orthodox Holy Saturday,2022,4,23,Sat,Orthodox,,United States,,
2022-04-23,World Book and Copyright Day,2022,4,23,Sat,United Nations observance,,United States,,
2022-04-23,English Language Day,2022,4,23,Sat,United Nations observance,,United States,,
2022-04-24,Orthodox Easter,2022,4,24,Sun,Orthodox,,United States,,
2022-04-24,International Day of Multilateralism and Diplomacy for Peace,2022,4,24,Sun,United Nations observance,,United States,,
2022-04-25,Orthodox Easter Monday,2022,4,25,Mon,Orthodox,,United States,,
2022-04-25,"International Delegate's Day",2022,4,25,Mon,United Nations observance,,United States,,
2022-04-25,World Malaria Day,2022,4,25,Mon,United Nations observance,,United States,,
2022-04-25,Arbor Day,2022,4,25,Mon,Local observance,,United States,WY,Wyoming
2022-04-25,Confederate Memorial Day,2022,4,25,Mon,Local holiday,,United States,AL,Alabama
2022-04-25,Confederate Memorial Day,2022,4,25,Mon,Local holiday,,United States,MS,Mississippi
2022-04-25,State Holiday,2022,4,25,Mon,Local holiday,,United States,GA,Georgia
2022-04-26,World Intellectual Property Day,2022,4,26,Tue,United Nations observance,,United States,,
2022-04-26,International Chernobyl Disaster Remembrance Day,2022,4,26,Tue,United Nations observance,,United States,,
2022-04-26,"Confederate Heroes' Day",2022,4,26,Tue,Local observance,,United States,FL,Florida
2022-04-27,Yom HaShoah,2022,4,27,Wed,Hebrew,,United States,,
2022-04-27,Administrative Professionals Day,2022,4,27,Wed,Observance,,United States,,
2022-04-28,Lailat al-Qadr,2022,4,28,Thu,Muslim,,United States,,
2022-04-28,International Girls in ICT Day,2022,4,28,Thu,United Nations observance,,United States,,
2022-04-28,World Day for Safety and Health at Work,2022,4,28,Thu,United Nations observance,,United States,,
2022-04-28,Take our Daughters and Sons to Work Day,2022,4,28,Thu,Observance,,United States,,
2022-04-29,Arbor Day,2022,4,29,Fri,Local holiday,,United States,NE,Nebraska
2022-04-29,Arbor Day,2022,4,29,Fri,Local observance,,United States,DE,Delaware
2022-04-30,International Jazz Day,2022,4,30,Sat,United Nations observance,,United States,,
2022-05-01,Law Day,2022,5,1,Sun,Observance,,United States,,
2022-05-01,Loyalty Day,2022,5,1,Sun,Observance,,United States,,
2022-05-01,Lei Day,2022,5,1,Sun,Local observance,,United States,HI,Hawaii
2022-05-01,First Day of Asian Pacific American Heritage Month,2022,5,1,Sun,Observance,,United States,,
2022-05-01,First Day of Jewish American Heritage Month,2022,5,1,Sun,Observance,,United States,,
2022-05-02,World Tuna Day,2022,5,2,Mon,United Nations observance,,United States,,
2022-05-03,Eid al-Fitr,2022,5,3,Tue,Muslim,,United States,,
2022-05-03,World Press Freedom Day,2022,5,3,Tue,United Nations observance,,United States,,
2022-05-04,Kent State Shootings Remembrance,2022,5,4,Wed,Local observance,,United States,OH,Ohio
2022-05-04,Rhode Island Independence Day,2022,5,4,Wed,Local observance,,United States,RI,Rhode Island
2022-05-05,"Yom Ha'atzmaut",2022,5,5,Thu,Hebrew,,United States,,
2022-05-05,World Portuguese Language Day,2022,5,5,Thu,United Nations observance,,United States,,
2022-05-05,Cinco de Mayo,2022,5,5,Thu,Observance,,United States,,
2022-05-05,National Day of Prayer,2022,5,5,Thu,Observance,,United States,,
2022-05-05,West Virginia Day of Prayer,2022,5,5,Thu,Local observance,,United States,WV,West Virginia
2022-05-06,Kentucky Oaks,2022,5,6,Fri,Sporting event,,United States,,
2022-05-06,National Nurses Day,2022,5,6,Fri,Observance,,United States,,
2022-05-06,Military Spouse Appreciation Day,2022,5,6,Fri,Observance,,United States,,
